exp_id,scenario,flow_id,ts_capture,ts_receive,lat_rep_ms
1,three_nodes,10.0.0.11:2404,1766350132.3695445,1766350132.8233292,453.784704208374
1,three_nodes,10.0.0.11:2404,1766350133.370006,1766350133.3943279,24.321794509887695
1,three_nodes,10.0.0.11:2404,1766350134.3699946,1766350134.4003541,30.359506607055664
1,three_nodes,10.0.0.11:2404,1766350135.3709104,1766350137.1073194,1736.4089488983154
1,three_nodes,10.0.0.11:2404,1766350136.370095,1766350137.1273272,757.2321891784668
1,three_nodes,10.0.0.11:2404,1766350137.369729,1766350137.392344,22.61495590209961
1,three_nodes,10.0.0.11:2404,1766350138.3691754,1766350138.4063594,37.18400001525879
1,three_nodes,10.0.0.11:2404,1766350139.370204,1766350139.4013495,31.145572662353516
1,three_nodes,10.0.0.11:2404,1766350283.1515877,1766350283.1803122,28.72443199157715
1,three_nodes,10.0.0.11:2404,1766350284.1513827,1766350284.1783092,26.926517486572266
1,three_nodes,10.0.0.11:2404,1766350285.151839,1766350285.1773086,25.469541549682617
1,three_nodes,10.0.0.11:2404,1766350286.1525106,1766350287.0183089,865.7982349395752
1,three_nodes,10.0.0.11:2404,1766350287.151786,1766350287.1783037,26.517629623413086
1,three_nodes,10.0.0.11:2404,1766350288.1523106,1766350288.175307,22.99642562866211
1,three_nodes,10.0.0.11:2404,1766350289.1515992,1766350289.1753101,23.710966110229492
1,three_nodes,10.0.0.11:2404,1766350290.1521673,1766350290.1763177,24.150371551513672
1,three_nodes,10.0.0.11:2404,1766350291.1524692,1766350291.1693048,16.835689544677734
1,three_nodes,10.0.0.11:2404,1766350292.1520364,1766350292.1843245,32.2880744934082
1,three_nodes,10.0.0.11:2404,1766350293.1516352,1766350293.1793184,27.683258056640625
1,three_nodes,10.0.0.11:2404,1766350294.1515408,1766350294.1863265,34.78574752807617
1,three_nodes,10.0.0.11:2404,1766350295.15131,1766350295.186325,35.015106201171875
1,three_nodes,10.0.0.11:2404,1766350296.1521256,1766350296.1823254,30.199766159057617
1,three_nodes,10.0.0.11:2404,1766350297.151373,1766350297.1803122,28.939247131347656
1,three_nodes,10.0.0.11:2404,1766350298.152135,1766350298.1753078,23.172855377197266
