exp_id,scenario,flow_id,ts_capture,ts_receive,lat_rep_ms
1,three_nodes,10.0.0.11:2404,1766351962.9631064,1766351964.716368,1753.2615661621094
1,three_nodes,10.0.0.11:2404,1766351971.837875,1766351971.8713293,33.45441818237305
1,three_nodes,10.0.0.11:2404,1766351976.839044,1766351976.8733397,34.29555892944336
1,three_nodes,10.0.0.11:2404,1766352055.0145588,1766352055.0853956,70.83678245544434
1,three_nodes,10.0.0.11:2404,1766352060.0147507,1766352060.1054811,90.73042869567871
1,three_nodes,10.0.0.11:2404,1766352065.0145352,1766352068.3863301,3371.7949390411377
1,three_nodes,10.0.0.11:2404,1766352070.0144374,1766352070.0833802,68.94278526306152
1,three_nodes,10.0.0.11:2404,1766352075.0147264,1766352075.0693374,54.6109676361084
1,three_nodes,10.0.0.11:2404,1766352080.014613,1766352080.0643709,49.757957458496094
1,three_nodes,10.0.0.11:2404,1766352085.0141504,1766352085.0853558,71.20537757873535
1,three_nodes,10.0.0.11:2404,1766352090.0140786,1766352090.054365,40.28630256652832
1,three_nodes,10.0.0.11:2404,1766352095.0146737,1766352095.073362,58.68840217590332
1,three_nodes,10.0.0.11:2404,1766352100.0148423,1766352100.0723143,57.47199058532715
1,three_nodes,10.0.0.11:2404,1766352105.0131004,1766352105.065321,52.22058296203613
1,three_nodes,10.0.0.11:2404,1766352110.0144455,1766352110.0513353,36.88979148864746
1,three_nodes,10.0.0.11:2404,1766352115.0143175,1766352115.0463562,32.03868865966797
1,three_nodes,10.0.0.11:2404,1766352120.0147328,1766352120.0473409,32.6080322265625
1,three_nodes,10.0.0.11:2404,1766352125.0140507,1766352125.0543225,40.271759033203125
1,three_nodes,10.0.0.11:2404,1766352130.0141382,1766352130.0433564,29.218196868896484
1,three_nodes,10.0.0.11:2404,1766352135.0146508,1766352135.0863981,71.7473030090332
1,three_nodes,10.0.0.11:2404,1766352140.0143578,1766352140.0613241,46.9663143157959
1,three_nodes,10.0.0.11:2404,1766352145.0144312,1766352145.0553546,40.923357009887695
1,three_nodes,10.0.0.11:2404,1766352150.0141315,1766352150.0453744,31.242847442626953
1,three_nodes,10.0.0.11:2404,1766352155.0142038,1766352155.0523674,38.16366195678711
1,three_nodes,10.0.0.11:2404,1766352160.0141203,1766352160.0353787,21.25835418701172
1,three_nodes,10.0.0.11:2404,1766352165.0144129,1766352165.0583065,43.89357566833496
1,three_nodes,10.0.0.11:2404,1766352170.0145056,1766352170.0503285,35.82286834716797
1,three_nodes,10.0.0.11:2404,1766352175.0130017,1766352175.061332,48.33030700683594
1,three_nodes,10.0.0.11:2404,1766352180.0128908,1766352180.0623286,49.437761306762695
1,three_nodes,10.0.0.11:2404,1766352185.014596,1766352185.0543275,39.731502532958984
1,three_nodes,10.0.0.11:2404,1766352190.0141017,1766352190.080316,66.21432304382324
1,three_nodes,10.0.0.11:2404,1766352195.0142214,1766352195.0923831,78.16171646118164
1,three_nodes,10.0.0.11:2404,1766352200.014651,1766352200.1014013,86.75026893615723
1,three_nodes,10.0.0.11:2404,1766352205.0145478,1766352205.077329,62.78109550476074
