exp_id,scenario,flow_id,ts_capture,ts_receive,lat_rep_ms
1,three_nodes,10.0.0.11:2404,1766349937.5414479,1766349937.584371,42.9232120513916
1,three_nodes,10.0.0.11:2404,1766349938.5414484,1766349938.5743365,32.888174057006836
1,three_nodes,10.0.0.11:2404,1766349939.5413322,1766349939.5703065,28.974294662475586
1,three_nodes,10.0.0.11:2404,1766349940.5410378,1766349940.5793204,38.28263282775879
1,three_nodes,10.0.0.11:2404,1766349941.5407634,1766349941.5603518,19.588470458984375
1,three_nodes,10.0.0.11:2404,1766349942.5406337,1766349942.5963376,55.70387840270996
1,three_nodes,10.0.0.11:2404,1766349943.5405233,1766349943.5663211,25.79784393310547
1,three_nodes,10.0.0.11:2404,1766349944.540832,1766349944.5853448,44.51274871826172
1,three_nodes,10.0.0.11:2404,1766349945.5408711,1766349945.5723338,31.462669372558594
1,three_nodes,10.0.0.11:2404,1766349946.5412679,1766349946.5693247,28.056859970092773
1,three_nodes,10.0.0.11:2404,1766349947.5411644,1766349947.5623324,21.167993545532227
1,three_nodes,10.0.0.11:2404,1766349948.5409846,1766349948.5603106,19.325971603393555
1,three_nodes,10.0.0.11:2404,1766349949.5403228,1766349949.5704389,30.11608123779297
1,three_nodes,10.0.0.11:2404,1766349950.5411482,1766349950.584323,43.17474365234375
1,three_nodes,10.0.0.11:2404,1766349951.5416665,1766349951.5723217,30.6551456451416
1,three_nodes,10.0.0.11:2404,1766349952.5417175,1766349952.5733292,31.61168098449707
1,three_nodes,10.0.0.11:2404,1766349953.5414972,1766349953.5793402,37.84298896789551
1,three_nodes,10.0.0.11:2404,1766349954.5407054,1766349954.5733187,32.613277435302734
1,three_nodes,10.0.0.11:2404,1766349955.5403502,1766349955.578315,37.964820861816406
1,three_nodes,10.0.0.11:2404,1766349956.541915,1766349956.5683124,26.3974666595459
1,three_nodes,10.0.0.11:2404,1766349957.5415874,1766349957.576327,34.73973274230957
1,three_nodes,10.0.0.11:2404,1766349958.5407045,1766349958.5633142,22.609710693359375
1,three_nodes,10.0.0.11:2404,1766349959.5412016,1766349959.56832,27.118444442749023
1,three_nodes,10.0.0.11:2404,1766349960.5396078,1766349960.573326,33.71834754943848
1,three_nodes,10.0.0.11:2404,1766349961.5411506,1766349961.5713282,30.177593231201172
1,three_nodes,10.0.0.11:2404,1766349962.5415177,1766349962.5723085,30.79080581665039
1,three_nodes,10.0.0.11:2404,1766349963.541245,1766349963.5683277,27.08268165588379
1,three_nodes,10.0.0.11:2404,1766349964.541214,1766349964.5693243,28.110265731811523
1,three_nodes,10.0.0.11:2404,1766349965.5409672,1766349965.57132,30.35283088684082
1,three_nodes,10.0.0.11:2404,1766349966.5406284,1766349966.5733192,32.69076347351074
1,three_nodes,10.0.0.11:2404,1766349967.5405555,1766349967.5673158,26.760339736938477
1,three_nodes,10.0.0.11:2404,1766349968.541315,1766349968.567316,26.0009765625
1,three_nodes,10.0.0.11:2404,1766349969.5413604,1766349969.5693276,27.967214584350586
1,three_nodes,10.0.0.11:2404,1766349970.5416877,1766349970.568325,26.63731575012207
1,three_nodes,10.0.0.11:2404,1766349971.5406134,1766349971.5573163,16.702890396118164
1,three_nodes,10.0.0.11:2404,1766349972.5396128,1766349972.559473,19.860267639160156
1,three_nodes,10.0.0.11:2404,1766349973.5413902,1766349973.5723248,30.934572219848633
1,three_nodes,10.0.0.11:2404,1766349974.5406153,1766349974.566315,25.699615478515625
1,three_nodes,10.0.0.11:2404,1766349975.54003,1766349975.5683167,28.28669548034668
1,three_nodes,10.0.0.11:2404,1766349976.539629,1766349976.5775745,37.94550895690918
1,three_nodes,10.0.0.11:2404,1766349977.5397277,1766349977.5793478,39.620161056518555
1,three_nodes,10.0.0.11:2404,1766349978.5424125,1766349978.5683246,25.912046432495117
1,three_nodes,10.0.0.11:2404,1766349979.5403652,1766349979.5594535,19.088268280029297
1,three_nodes,10.0.0.11:2404,1766349980.540733,1766349980.6013494,60.616254806518555
1,three_nodes,10.0.0.11:2404,1766349981.541482,1766349981.5633428,21.860837936401367
1,three_nodes,10.0.0.11:2404,1766349982.541121,1766349982.5713353,30.214309692382812
1,three_nodes,10.0.0.11:2404,1766349983.5404868,1766349983.5703244,29.837608337402344
1,three_nodes,10.0.0.11:2404,1766349984.540994,1766349984.5753524,34.35850143432617
1,three_nodes,10.0.0.11:2404,1766349985.5785203,1766349985.6063368,27.8165340423584
1,three_nodes,10.0.0.11:2404,1766349986.5412214,1766349986.5693345,28.113126754760742
1,three_nodes,10.0.0.11:2404,1766349987.5397599,1766349987.5654829,25.722980499267578
1,three_nodes,10.0.0.11:2404,1766349988.5406215,1766349988.5713193,30.69782257080078
1,three_nodes,10.0.0.11:2404,1766349989.5416348,1766349989.5703118,28.676986694335938
1,three_nodes,10.0.0.11:2404,1766349990.541387,1766349990.5683107,26.923656463623047
1,three_nodes,10.0.0.11:2404,1766349991.541966,1766349991.5733087,31.342744827270508
1,three_nodes,10.0.0.11:2404,1766349992.5411413,1766349992.5675344,26.39317512512207
1,three_nodes,10.0.0.11:2404,1766349993.5406532,1766349993.566322,25.668859481811523
1,three_nodes,10.0.0.11:2404,1766349994.5409372,1766349994.5703886,29.451370239257812
1,three_nodes,10.0.0.11:2404,1766349995.540396,1766349995.5823243,41.92829132080078
1,three_nodes,10.0.0.11:2404,1766349996.5395274,1766349996.5763688,36.841392517089844
1,three_nodes,10.0.0.11:2404,1766349997.539652,1766349997.5653121,25.660037994384766
1,three_nodes,10.0.0.11:2404,1766349998.541063,1766349998.5703144,29.2513370513916
1,three_nodes,10.0.0.11:2404,1766349999.5410101,1766349999.5693314,28.321266174316406
1,three_nodes,10.0.0.11:2404,1766350000.5408354,1766350000.5683315,27.4960994720459
1,three_nodes,10.0.0.11:2404,1766350001.5412788,1766350001.5683255,27.046680450439453
1,three_nodes,10.0.0.11:2404,1766350002.5406382,1766350002.5783303,37.69207000732422
1,three_nodes,10.0.0.11:2404,1766350003.5406146,1766350003.5673192,26.70454978942871
1,three_nodes,10.0.0.11:2404,1766350004.5407572,1766350004.5653217,24.564504623413086
1,three_nodes,10.0.0.11:2404,1766350005.5421247,1766350005.5633166,21.191835403442383
1,three_nodes,10.0.0.11:2404,1766350006.5411727,1766350006.5653274,24.1546630859375
1,three_nodes,10.0.0.11:2404,1766350007.5406585,1766350007.5683358,27.677297592163086
1,three_nodes,10.0.0.11:2404,1766350008.5410452,1766350008.5773284,36.283254623413086
1,three_nodes,10.0.0.11:2404,1766350009.5415928,1766350009.558351,16.758203506469727
1,three_nodes,10.0.0.11:2404,1766350010.540632,1766350010.5693114,28.679370880126953
1,three_nodes,10.0.0.11:2404,1766350011.5394826,1766350011.5613408,21.85821533203125
1,three_nodes,10.0.0.11:2404,1766350012.5408194,1766350012.567317,26.497602462768555
1,three_nodes,10.0.0.11:2404,1766350013.5405033,1766350013.566312,25.80881118774414
1,three_nodes,10.0.0.11:2404,1766350014.5413637,1766350014.5693204,27.956724166870117
1,three_nodes,10.0.0.11:2404,1766350015.5404654,1766350015.5693636,28.898239135742188
1,three_nodes,10.0.0.11:2404,1766350016.5406578,1766350016.5733256,32.66787528991699
1,three_nodes,10.0.0.11:2404,1766350017.5412693,1766350017.5663195,25.05016326904297
1,three_nodes,10.0.0.11:2404,1766350018.5409122,1766350018.5653677,24.455547332763672
1,three_nodes,10.0.0.11:2404,1766350019.539989,1766350019.566356,26.3669490814209
1,three_nodes,10.0.0.11:2404,1766350020.5413854,1766350020.566315,24.929523468017578
1,three_nodes,10.0.0.11:2404,1766350021.541334,1766350021.5723348,31.000852584838867
1,three_nodes,10.0.0.11:2404,1766350022.5415618,1766350022.5835989,42.037010192871094
1,three_nodes,10.0.0.11:2404,1766350023.5415967,1766350023.5663178,24.721145629882812
1,three_nodes,10.0.0.11:2404,1766350024.5405326,1766350024.5683122,27.779579162597656
1,three_nodes,10.0.0.11:2404,1766350025.5396755,1766350025.569584,29.908418655395508
1,three_nodes,10.0.0.11:2404,1766350026.5396502,1766350026.564308,24.657726287841797
1,three_nodes,10.0.0.11:2404,1766350027.5395205,1766350027.5733101,33.789634704589844
1,three_nodes,10.0.0.11:2404,1766350028.5401542,1766350028.5783246,38.17033767700195
1,three_nodes,10.0.0.11:2404,1766350029.5399065,1766350029.5623047,22.39823341369629
1,three_nodes,10.0.0.11:2404,1766350030.540237,1766350030.564318,24.080991744995117
1,three_nodes,10.0.0.11:2404,1766350031.541367,1766350031.5703104,28.943300247192383
1,three_nodes,10.0.0.11:2404,1766350032.540971,1766350032.5693173,28.34630012512207
1,three_nodes,10.0.0.11:2404,1766350033.5415874,1766350033.5623147,20.72739601135254
1,three_nodes,10.0.0.11:2404,1766350034.5398915,1766350034.570327,30.435562133789062
1,three_nodes,10.0.0.11:2404,1766350035.5414155,1766350035.5683131,26.897668838500977
1,three_nodes,10.0.0.11:2404,1766350036.5404415,1766350036.56831,27.86850929260254
1,three_nodes,10.0.0.11:2404,1766350037.540844,1766350037.5653195,24.475574493408203
1,three_nodes,10.0.0.11:2404,1766350038.5402775,1766350038.5673118,27.034282684326172
1,three_nodes,10.0.0.11:2404,1766350039.540226,1766350039.5623055,22.0794677734375
1,three_nodes,10.0.0.11:2404,1766350040.5404613,1766350040.5633214,22.860050201416016
1,three_nodes,10.0.0.11:2404,1766350041.5408006,1766350041.567308,26.50737762451172
1,three_nodes,10.0.0.11:2404,1766350042.5411868,1766350042.5703163,29.129505157470703
1,three_nodes,10.0.0.11:2404,1766350043.5407436,1766350043.5753317,34.58809852600098
1,three_nodes,10.0.0.11:2404,1766350044.5413918,1766350044.5773287,35.936832427978516
1,three_nodes,10.0.0.11:2404,1766350045.5404599,1766350045.5743217,33.86187553405762
1,three_nodes,10.0.0.11:2404,1766350046.541004,1766350046.5783277,37.323713302612305
